Type,Distribution Channel,Invoice Number,Year,Month,Date,Representative ,Customer Category,Customer Activity,Customer,Product Group,Product,Customer Grade,Discounts and Promotions(IRR),Volume,Value(IRR)
فروش,آنلاین,9373.0,1404,آذر,1404/09/30,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان مردانه سو الور 65 ميل,B,735545,2,2206637
فروش,آنلاین,8573.0,1404,آذر,1404/09/02,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان مردانه سو الور 65 ميل,B,0,2,2942182
فروش,آنلاین,9316.0,1404,آذر,1404/09/29,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان مردانه موسيو ساواژ 65 ميل,B,367772,1,1103319
فروش,آنلاین,8538.0,1404,آذر,1404/09/01,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان مردانه موسيو ساواژ 65 ميل,B,0,1,1471091
فروش,آنلاین,8606.0,1404,آذر,1404/09/04,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان مردانه موسيو ساواژ 65 ميل,B,0,1,1471091
فروش,آنلاین,8714.0,1404,آذر,1404/09/08,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان مردانه موسيو ساواژ 65 ميل,B,0,1,1471091
فروش,آنلاین,8798.0,1404,آذر,1404/09/11,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان مردانه موسيو ساواژ 65 ميل,B,0,1,1471091
فروش,آنلاین,9373.0,1404,آذر,1404/09/30,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Adroit-DEO Roll,ادرويت دئورولان مردانه موسيو ساواژ 65 ميل,B,735545,2,2206637
فروش,آنلاین,9316.0,1404,آذر,1404/09/29,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Arko-Razor,آرکو تيغ يکبار مصرف دو لبه صابون دار 5 عددي مردانه,B,170082,1,680332
فروش,آنلاین,9373.0,1404,آذر,1404/09/30,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Arko-Razor,آرکو تيغ يکبار مصرف دو لبه صابون دار 5 عددي مردانه,B,170082,1,680332
فروش,آنلاین,9008.0,1404,آذر,1404/09/19,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Arko-Razor,آرکو تيغ يکبار مصرف دو لبه صابون دار 5 عددي مردانه,B,0,2,1700828
فروش,آنلاین,8829.0,1404,آذر,1404/09/12,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Elchim-1,الشيم سشوار  تيتانيوم 3900,B,0,1,124983273
فروش,آنلاین,9231.0,1404,آذر,1404/09/25,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو اتوي مو اکسکلوسيو مدل BAB2191SEPE  التراسونيک (با  مخزن و بخار آب),B,19104000,1,76416000
فروش,آنلاین,8742.0,1404,آذر,1404/09/08,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو اتوي مو اکسکلوسيو مدل BAB2191SEPE  التراسونيک (با  مخزن و بخار آب),B,0,1,95520000
فروش,آنلاین,9103.0,1404,آذر,1404/09/23,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو اتوي مو اکسکلوسيو مدل BAB2191SEPE  التراسونيک (با  مخزن و بخار آب),B,0,1,95520000
فروش,آنلاین,8572.0,1404,آذر,1404/09/01,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو اتوي مو اکسکلوسيو مدل BAB2191SEPE  التراسونيک (با  مخزن و بخار آب),B,0,2,191040000
فروش,آنلاین,8866.0,1404,آذر,1404/09/12,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو اتوي مو اکسکلوسيو مدل BAB2191SEPE  التراسونيک (با  مخزن و بخار آب),B,0,2,191040000
فروش,آنلاین,9023.0,1404,آذر,1404/09/19,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو اتوي مو اکسکلوسيو مدل BAB2191SEPE  التراسونيک (با  مخزن و بخار آب),B,76416000,4,305664000
فروش,آنلاین,9023.0,1404,آذر,1404/09/19,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو اتوي مو اليپسيس 3000 مدل BAB3000EPE مشکي,B,19182545,1,76730182
فروش,آنلاین,9315.0,1404,آذر,1404/09/27,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو اتوي مو اليپسيس 3000 مدل BAB3000EPE مشکي,B,19182545,1,76730182
فروش,آنلاین,8985.0,1404,آذر,1404/09/18,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو اتوي مو اليپسيس 3000 مدل BAB3000EPE مشکي,B,0,1,95912727
فروش,آنلاین,8742.0,1404,آذر,1404/09/08,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو اتوي مو اليپسيس 3100 مدل BAB3100EPE مشکي,B,0,1,95912727
فروش,آنلاین,8792.0,1404,آذر,1404/09/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو اتوي مو اليپسيس 3100 مدل BAB3100EPE مشکي,B,0,1,95912727
فروش,آنلاین,9023.0,1404,آذر,1404/09/19,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو اتوي مو اي پي تک 25 ميليمتري مدل BAB2654EPE,B,7784727,1,31138909
فروش,آنلاین,8866.0,1404,آذر,1404/09/12,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو اتوي مو اي پي تک 25 ميليمتري مدل BAB2654EPE,B,0,1,38923636
فروش,آنلاین,8949.0,1404,آذر,1404/09/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو اتوي مو اي پي تک مدل BAB2073EPE مو خشک و مرطوب,B,0,1,76066909
فروش,آنلاین,8742.0,1404,آذر,1404/09/08,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو برس حرارتي تيتانيومي تورمالين مدل 287-13MM 13 ميليمتري مدل BAB287TTE   پين منعطف,B,0,1,21242182
فروش,آنلاین,9315.0,1404,آذر,1404/09/27,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-1,بابليس پرو سشوار  استلاتو مدل BAB7500IE  ديجيتال,B,27241309,1,108965236
فروش,آنلاین,8949.0,1404,آذر,1404/09/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-1,بابليس پرو سشوار  استلاتو مدل BAB7500IE  ديجيتال,B,0,1,136206545
فروش,آنلاین,9103.0,1404,آذر,1404/09/23,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-1,بابليس پرو سشوار  استلاتو مدل BAB7500IE  ديجيتال,B,0,1,136206545
فروش,آنلاین,8572.0,1404,آذر,1404/09/01,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو سشوار اس ال آيونيک 1800 وات سراميکي مدل BAB5586E,B,0,1,58638545
فروش,آنلاین,9416.0,1404,آذر,1404/09/30,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو سشوار بامبينو مدل BAB5510E,B,6229527,1,24918109
فروش,آنلاین,8792.0,1404,آذر,1404/09/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو سشوار بامبينو مدل BAB5510E,B,0,1,31147636
فروش,آنلاین,9315.0,1404,آذر,1404/09/27,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-1,بابليس پرو سشوار فالکو مشکي با دو سري متمرکز کننده/ يک ديفيوزر مدل BAB8550BE,B,49392872,1,197571492
فروش,آنلاین,8656.0,1404,آذر,1404/09/05,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو سشوار ولکانو اچ کيو  آيونيک 2400 وات مدل BAB6980IE,B,0,1,76066909
فروش,آنلاین,8866.0,1404,آذر,1404/09/12,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-2,بابليس پرو سشوار ولکانو اچ کيو  آيونيک 2400 وات مدل BAB6980IE,B,0,1,76066909
فروش,آنلاین,8587.0,1404,آذر,1404/09/02,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو فرکننده مو الترا کرل مدل BAB2071EPE  الترا الکتروپليتينگ,B,0,1,64564364
فروش,آنلاین,8656.0,1404,آذر,1404/09/05,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو فرکننده مو الترا کرل مدل BAB2071EPE  الترا الکتروپليتينگ,B,0,1,64564364
فروش,آنلاین,8645.0,1404,آذر,1404/09/04,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو فرکننده مو پرگرم 25 ميليمتري مدل BAB2173TTE تيتانيومي کهربايي,B,0,1,40695273
فروش,آنلاین,8656.0,1404,آذر,1404/09/05,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو فرکننده مو پرگرم 25 ميليمتري مدل BAB2173TTE تيتانيومي کهربايي,B,0,1,40695273
فروش,آنلاین,8742.0,1404,آذر,1404/09/08,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو فرکننده مو پرگرم 25 ميليمتري مدل BAB2173TTE تيتانيومي کهربايي,B,0,1,40695273
فروش,آنلاین,8949.0,1404,آذر,1404/09/16,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو فرکننده مو پرگرم 25 ميليمتري مدل BAB2173TTE تيتانيومي کهربايي,B,0,1,40695273
فروش,آنلاین,8866.0,1404,آذر,1404/09/12,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو فرکننده مو پرگرم 25 ميليمتري مدل BAB2173TTE تيتانيومي کهربايي,B,0,2,81390546
فروش,آنلاین,9315.0,1404,آذر,1404/09/27,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو فرکننده مو پرگرم 32 ميليمتري مدل BAB2174TTE تيتانيومي کهربايي,B,8847709,1,35390836
فروش,آنلاین,8572.0,1404,آذر,1404/09/01,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو فرکننده مو پرگرم 32 ميليمتري مدل BAB2174TTE تيتانيومي کهربايي,B,0,1,44238545
فروش,آنلاین,8866.0,1404,آذر,1404/09/12,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو فرکننده مو پرگرم 32 ميليمتري مدل BAB2174TTE تيتانيومي کهربايي,B,0,1,44238545
فروش,آنلاین,8645.0,1404,آذر,1404/09/04,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو فرکننده مو پرگرم 32 ميليمتري مدل BAB2174TTE تيتانيومي کهربايي,B,0,2,88477090
فروش,آنلاین,8792.0,1404,آذر,1404/09/10,نرگس خليلي مسگري,فروشگاه هاي آنلاين,بازارگاه,شرکت نوآوران فن آوازه   ديجي کالا,Babyliss-3,بابليس پرو فرکننده مو تيتانيوم تورمالين 19 ميلي متر تيتانيوم تورمالين مدل BAB2172TTE,B,0,1,38923636
